serialNumber,category,brand,model,schoolCode,status,specifications,condition
PRO-032218098,Projector,BenQ,EB-X05,,Available,"3000 Lumens, HDMI, VGA",Good
DES-032219861,Desktop,Dell,EliteDesk 800,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
DES-032220222,Desktop,Lenovo,ThinkCentre M720,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-032221775,Projector,Epson,PA503W,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
LAP-032222406,Laptop,Dell,Latitude 3520,,Maintenance,"10.1 inch Display, 64GB Storage",New
DES-032223079,Desktop,Dell,EliteDesk 800,,Maintenance,"4000 Lumens, Wireless",Good
DES-032224495,Desktop,HP,OptiPlex 3080,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
OTH-032225730,Others,Brother,Printer MF445dw,,Available,"4000 Lumens, Wireless",Fair
PRO-032226192,Projector,Optoma,EB-X05,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
TAB-032227689,Tablet,Huawei,MatePad,,Maintenance,"13.3 inch Display, 128GB Storage",Good
PRO-032228993,Projector,BenQ,HD146X,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-032229841,Projector,Epson,MH550,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
PRO-032230748,Projector,BenQ,MH550,,Maintenance,"10.1 inch Display, 64GB Storage",New
PRO-032231328,Projector,Epson,EB-X05,,Available,"4000 Lumens, Wireless",Fair
PRO-032232425,Projector,BenQ,PA503W,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
TAB-032233559,Tablet,Apple,iPad 9th Gen,,Available,"13.3 inch Display, 128GB Storage",Fair
PRO-032234277,Projector,ViewSonic,MH550,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-032235171,Projector,ViewSonic,HD146X,,Available,"10.1 inch Display, 64GB Storage",Fair
TAB-032236131,Tablet,Huawei,MatePad,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
DES-032237383,Desktop,Dell,ThinkCentre M720,,Maintenance,"10.1 inch Display, 64GB Storage",Good
PRO-032238677,Projector,ViewSonic,PA503W,,Maintenance,"4000 Lumens, Wireless",Fair
PRO-032239216,Projector,Optoma,PA503W,,Maintenance,"4000 Lumens, Wireless",New
PRO-032240752,Projector,Optoma,HD146X,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
OTH-032241403,Others,Brother,LaserJet Pro,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-032242222,Desktop,Lenovo,OptiPlex 3080,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
LAP-032243046,Laptop,Lenovo,ProBook 450,,Maintenance,"Network Ready, Duplex Printing",New
DES-032244070,Desktop,Acer,EliteDesk 800,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
LAP-032245958,Laptop,ASUS,ThinkPad E14,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
OTH-032246936,Others,Brother,Webcam C920,,Maintenance,"10.1 inch Display, 64GB Storage",New
PRO-032247406,Projector,ViewSonic,PA503W,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
PRO-032248879,Projector,ViewSonic,PA503W,,Available,"4000 Lumens, Wireless",Fair
DES-032249754,Desktop,HP,ThinkCentre M720,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-032250064,Projector,Epson,PA503W,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
LAP-032251469,Laptop,Lenovo,Aspire 5,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-032252612,Laptop,Lenovo,VivoBook 15,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
LAP-032253864,Laptop,Acer,VivoBook 15,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-032254668,Others,Brother,Printer MF445dw,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-032255564,Desktop,Lenovo,EliteDesk 800,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-032256039,Projector,Epson,EB-X05,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-032257950,Others,Canon,Printer MF445dw,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-032258924,Projector,ViewSonic,EB-X05,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-032259410,Tablet,Apple,Tab M10,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-032260472,Tablet,Apple,Galaxy Tab A8,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
LAP-032261198,Laptop,Lenovo,Latitude 3520,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
PRO-032262931,Projector,ViewSonic,MH550,,Available,"13.3 inch Display, 128GB Storage",Good
TAB-032263437,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"3000 Lumens, HDMI, VGA",New
DES-032264572,Desktop,HP,Veriton M,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-032265154,Others,Canon,Printer MF445dw,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
LAP-032266392,Laptop,HP,Latitude 3520,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
DES-032267153,Desktop,HP,OptiPlex 3080,,Available,"Network Ready, Duplex Printing",New
DES-032268898,Desktop,Dell,OptiPlex 3080,,Available,"3000 Lumens, HDMI, VGA",Fair
TAB-032269749,Tablet,Apple,Tab M10,,Maintenance,"Network Ready, Duplex Printing",Good
DES-032270119,Desktop,Dell,ThinkCentre M720,,Available,"Network Ready, Duplex Printing",Good
PRO-032271651,Projector,Optoma,MH550,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-032272758,Tablet,Apple,iPad 9th Gen,,Maintenance,"Network Ready, Duplex Printing",Fair
OTH-032273491,Others,Canon,Webcam C920,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
OTH-032274911,Others,Canon,Webcam C920,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
LAP-032275728,Laptop,ASUS,ThinkPad E14,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
TAB-032276644,Tablet,Huawei,Tab M10,,Maintenance,"4000 Lumens, Wireless",Good
OTH-032277905,Others,Canon,Printer MF445dw,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
OTH-032278859,Others,Brother,Webcam C920,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
TAB-032279670,Tablet,Huawei,MatePad,,Maintenance,"4000 Lumens, Wireless",Good
LAP-032280059,Laptop,Dell,VivoBook 15,,Maintenance,"3000 Lumens, HDMI, VGA",Good
LAP-032281851,Laptop,Lenovo,Aspire 5,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
DES-032282919,Desktop,HP,Veriton M,,Available,"3000 Lumens, HDMI, VGA",New
OTH-032283588,Others,HP,Webcam C920,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-032284864,Laptop,Acer,ThinkPad E14,,Available,"4000 Lumens, Wireless",New
TAB-032285030,Tablet,Huawei,Galaxy Tab A8,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
LAP-032286591,Laptop,HP,Aspire 5,,Available,"3000 Lumens, HDMI, VGA",Fair
OTH-032287622,Others,Brother,DCP-L2550DW,,Available,"4000 Lumens, Wireless",Good
LAP-032288240,Laptop,Dell,Aspire 5,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
PRO-032289553,Projector,BenQ,EB-X05,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
TAB-032290421,Tablet,Huawei,iPad 9th Gen,,Available,"10.1 inch Display, 64GB Storage",Good
TAB-032291010,Tablet,Samsung,iPad 9th Gen,,Available,"3000 Lumens, HDMI, VGA",Fair
TAB-032292158,Tablet,Apple,MatePad,,Maintenance,"Network Ready, Duplex Printing",Good
DES-032293815,Desktop,Lenovo,Veriton M,,Maintenance,"Network Ready, Duplex Printing",New
LAP-032294883,Laptop,ASUS,ProBook 450,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",New
OTH-032295650,Others,Canon,DCP-L2550DW,,Maintenance,"3000 Lumens, HDMI, VGA",Good
TAB-032296250,Tablet,Apple,Galaxy Tab A8,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
TAB-032297399,Tablet,Apple,iPad 9th Gen,,Maintenance,"13.3 inch Display, 128GB Storage",New
LAP-032298463,Laptop,HP,VivoBook 15,,Maintenance,"3000 Lumens, HDMI, VGA",New
PRO-032299928,Projector,BenQ,EB-X05,,Maintenance,"4000 Lumens, Wireless",Good
PRO-032300049,Projector,Epson,HD146X,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
DES-032301188,Desktop,Acer,OptiPlex 3080,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
PRO-032302115,Projector,Epson,HD146X,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
PRO-032303182,Projector,ViewSonic,HD146X,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
TAB-032304537,Tablet,Apple,iPad 9th Gen,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
TAB-032305728,Tablet,Lenovo,Galaxy Tab A8,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-032306558,Tablet,Samsung,MatePad,,Maintenance,"Network Ready, Duplex Printing",Fair
LAP-032307860,Laptop,ASUS,VivoBook 15,,Available,"Network Ready, Duplex Printing",Fair
LAP-032308701,Laptop,Acer,ProBook 450,,Maintenance,"10.1 inch Display, 64GB Storage",New
DES-032309581,Desktop,Dell,ThinkCentre M720,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
OTH-032310228,Others,Logitech,Webcam C920,,Available,"13.3 inch Display, 128GB Storage",Fair
TAB-032311160,Tablet,Apple,MatePad,,Available,"4000 Lumens, Wireless",Fair
LAP-032312241,Laptop,Dell,Latitude 3520,,Available,"10.1 inch Display, 64GB Storage",Fair
LAP-032313669,Laptop,Dell,Latitude 3520,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-032314989,Laptop,ASUS,ThinkPad E14,,Available,"10.1 inch Display, 64GB Storage",Fair
PRO-032315959,Projector,ViewSonic,PA503W,,Maintenance,"4000 Lumens, Wireless",New
DES-032316000,Desktop,Dell,ThinkCentre M720,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
TAB-032317130,Tablet,Samsung,Tab M10,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-032318783,Tablet,Samsung,iPad 9th Gen,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
OTH-032319331,Others,HP,LaserJet Pro,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
LAP-032320366,Laptop,Dell,Latitude 3520,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-032321254,Projector,Optoma,PA503W,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-032322479,Others,Brother,Webcam C920,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
TAB-032323044,Tablet,Samsung,Galaxy Tab A8,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-032324414,Desktop,Dell,EliteDesk 800,,Maintenance,"3000 Lumens, HDMI, VGA",New
OTH-032325412,Others,Canon,Printer MF445dw,,Available,"13.3 inch Display, 128GB Storage",Good
OTH-032326204,Others,Logitech,Webcam C920,,Available,"Network Ready, Duplex Printing",New
OTH-032327072,Others,Logitech,Webcam C920,,Maintenance,"4000 Lumens, Wireless",Good
TAB-032328879,Tablet,Apple,Galaxy Tab A8,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
PRO-032329366,Projector,Epson,HD146X,,Maintenance,"4000 Lumens, Wireless",Fair
LAP-032330797,Laptop,Lenovo,Aspire 5,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
TAB-032331961,Tablet,Apple,MatePad,,Available,"4000 Lumens, Wireless",New
DES-032332704,Desktop,Acer,EliteDesk 800,,Maintenance,"3000 Lumens, HDMI, VGA",Good
PRO-032333492,Projector,BenQ,HD146X,,Available,"4000 Lumens, Wireless",Fair
OTH-032334485,Others,Canon,Webcam C920,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
OTH-032335289,Others,HP,Webcam C920,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
OTH-032336611,Others,HP,Printer MF445dw,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
PRO-032337919,Projector,ViewSonic,HD146X,,Available,"10.1 inch Display, 64GB Storage",New
DES-032338763,Desktop,HP,EliteDesk 800,,Maintenance,"13.3 inch Display, 128GB Storage",Good
TAB-032339021,Tablet,Samsung,iPad 9th Gen,,Maintenance,"13.3 inch Display, 128GB Storage",Good
TAB-032340901,Tablet,Apple,Tab M10,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
OTH-032341156,Others,Logitech,Printer MF445dw,,Available,"10.1 inch Display, 64GB Storage",Good
OTH-032342508,Others,HP,Webcam C920,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
DES-032343683,Desktop,HP,EliteDesk 800,,Maintenance,"4000 Lumens, Wireless",Fair
OTH-032344350,Others,Logitech,Webcam C920,,Maintenance,"3000 Lumens, HDMI, VGA",Good
DES-032345772,Desktop,HP,Veriton M,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
LAP-032346439,Laptop,ASUS,Latitude 3520,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Fair
DES-032347918,Desktop,Dell,Veriton M,,Maintenance,"4000 Lumens, Wireless",Fair
OTH-032348732,Others,HP,Webcam C920,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-032349139,Others,Brother,DCP-L2550DW,,Maintenance,"3000 Lumens, HDMI, VGA",New
LAP-032350501,Laptop,ASUS,VivoBook 15,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
LAP-032351809,Laptop,Acer,VivoBook 15,,Maintenance,"10.1 inch Display, 64GB Storage",New
LAP-032352913,Laptop,HP,Latitude 3520,,Maintenance,"Network Ready, Duplex Printing",New
TAB-032353310,Tablet,Apple,iPad 9th Gen,,Maintenance,"Network Ready, Duplex Printing",Good
DES-032354270,Desktop,Acer,Veriton M,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-032355095,Projector,ViewSonic,HD146X,,Available,"Network Ready, Duplex Printing",Good
PRO-032356546,Projector,Optoma,EB-X05,,Maintenance,"13.3 inch Display, 128GB Storage",New
OTH-032357030,Others,Logitech,DCP-L2550DW,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-032358022,Projector,Optoma,HD146X,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
DES-032359879,Desktop,Dell,EliteDesk 800,,Maintenance,"10.1 inch Display, 64GB Storage",New
OTH-032360690,Others,Canon,Webcam C920,,Maintenance,"13.3 inch Display, 128GB Storage",New
LAP-032361300,Laptop,ASUS,Latitude 3520,,Maintenance,"3000 Lumens, HDMI, VGA",Good
OTH-032362527,Others,Logitech,DCP-L2550DW,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
LAP-032363612,Laptop,ASUS,Latitude 3520,,Available,"10.1 inch Display, 64GB Storage",New
LAP-032364013,Laptop,Acer,VivoBook 15,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
PRO-032365552,Projector,Optoma,MH550,,Maintenance,"Network Ready, Duplex Printing",Good
OTH-032366615,Others,Brother,LaserJet Pro,,Maintenance,"13.3 inch Display, 128GB Storage",New
PRO-032367926,Projector,ViewSonic,HD146X,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
PRO-032368628,Projector,Epson,EB-X05,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-032369639,Others,Canon,Printer MF445dw,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
LAP-032370237,Laptop,Acer,ProBook 450,,Available,"Network Ready, Duplex Printing",Fair
OTH-032371973,Others,Canon,DCP-L2550DW,,Maintenance,"13.3 inch Display, 128GB Storage",Good
LAP-032372464,Laptop,Acer,ProBook 450,,Maintenance,"3000 Lumens, HDMI, VGA",Good
DES-032373551,Desktop,Lenovo,Veriton M,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
TAB-032374624,Tablet,Apple,iPad 9th Gen,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
PRO-032375377,Projector,Optoma,PA503W,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
LAP-032376598,Laptop,Dell,ProBook 450,,Available,"3000 Lumens, HDMI, VGA",New
LAP-032377312,Laptop,ASUS,Latitude 3520,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
TAB-032378864,Tablet,Samsung,MatePad,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
TAB-032379040,Tablet,Lenovo,Galaxy Tab A8,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
OTH-032380253,Others,Brother,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",New
LAP-032381224,Laptop,Acer,VivoBook 15,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
DES-032382318,Desktop,HP,Veriton M,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Good
LAP-032383124,Laptop,Lenovo,Latitude 3520,,Available,"13.3 inch Display, 128GB Storage",Good
PRO-032384181,Projector,BenQ,PA503W,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Fair
OTH-032385721,Others,Logitech,LaserJet Pro,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
DES-032386445,Desktop,Dell,ThinkCentre M720,,Maintenance,"Network Ready, Duplex Printing",Good
PRO-032387927,Projector,Epson,PA503W,,Maintenance,"4000 Lumens, Wireless",New
DES-032388246,Desktop,Dell,ThinkCentre M720,,Maintenance,"8GB RAM, 256GB SSD, Intel Core i5",Fair
DES-032389656,Desktop,Dell,EliteDesk 800,,Available,"13.3 inch Display, 128GB Storage",Good
LAP-032390638,Laptop,Acer,VivoBook 15,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
OTH-032391147,Others,Brother,LaserJet Pro,,Maintenance,"Network Ready, Duplex Printing",Fair
TAB-032392341,Tablet,Apple,MatePad,,Maintenance,"13.3 inch Display, 128GB Storage",Good
OTH-032393075,Others,Logitech,DCP-L2550DW,,Maintenance,"13.3 inch Display, 128GB Storage",Good
OTH-032394655,Others,Canon,Webcam C920,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
LAP-032395850,Laptop,Dell,Aspire 5,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
TAB-032396204,Tablet,Samsung,Galaxy Tab A8,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-032397779,Projector,Optoma,EB-X05,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Fair
LAP-032398013,Laptop,Dell,Latitude 3520,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
OTH-032399099,Others,Canon,Webcam C920,,Maintenance,"13.3 inch Display, 128GB Storage",New
DES-032400743,Desktop,Lenovo,Veriton M,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-032401677,Projector,ViewSonic,HD146X,,Available,"3000 Lumens, HDMI, VGA",Good
PRO-032402848,Projector,ViewSonic,MH550,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",New
PRO-032403306,Projector,BenQ,PA503W,,Available,"4000 Lumens, Wireless",Fair
OTH-032404695,Others,Brother,LaserJet Pro,,Maintenance,"Network Ready, Duplex Printing",New
OTH-032405985,Others,Logitech,LaserJet Pro,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
PRO-032406423,Projector,Optoma,MH550,,Available,"8GB RAM, 256GB SSD, Intel Core i5",Good
OTH-032407519,Others,Brother,Printer MF445dw,,Available,"4000 Lumens, Wireless",New
TAB-032408752,Tablet,Apple,Tab M10,,Available,"Network Ready, Duplex Printing",Good
LAP-032409293,Laptop,Lenovo,VivoBook 15,,Available,"10.1 inch Display, 64GB Storage",Good
DES-032410904,Desktop,HP,ThinkCentre M720,,Maintenance,"3000 Lumens, HDMI, VGA",New
PRO-032411346,Projector,Epson,PA503W,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Fair
PRO-032412082,Projector,Epson,EB-X05,,Available,"10.1 inch Display, 64GB Storage",New
DES-032413490,Desktop,HP,OptiPlex 3080,,Maintenance,"3000 Lumens, HDMI, VGA",Fair
TAB-032414027,Tablet,Huawei,iPad 9th Gen,,Available,"16GB RAM, 512GB SSD, Intel Core i7",New
OTH-032415374,Others,Brother,Webcam C920,,Available,"4GB RAM, 128GB SSD, Intel Core i3",Good
DES-032416469,Desktop,Dell,OptiPlex 3080,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Fair
TAB-032417210,Tablet,Samsung,iPad 9th Gen,,Maintenance,"3000 Lumens, HDMI, VGA",New
OTH-032418631,Others,Logitech,Webcam C920,,Available,"4GB RAM, 128GB SSD, Intel Core i3",New
DES-032419233,Desktop,Lenovo,Veriton M,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",New
LAP-032420568,Laptop,ASUS,ThinkPad E14,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-032421361,Projector,ViewSonic,MH550,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",Good
TAB-032422503,Tablet,Samsung,MatePad,,Available,"13.3 inch Display, 128GB Storage",Fair
PRO-032423390,Projector,ViewSonic,MH550,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-032424654,Tablet,Apple,Galaxy Tab A8,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-032425884,Tablet,Lenovo,Galaxy Tab A8,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
PRO-032426755,Projector,Epson,EB-X05,,Maintenance,"16GB RAM, 512GB SSD, Intel Core i7",New
DES-032427257,Desktop,HP,OptiPlex 3080,,Maintenance,"Network Ready, Duplex Printing",New
DES-032428595,Desktop,Lenovo,EliteDesk 800,,Maintenance,"4000 Lumens, Wireless",New
LAP-032429078,Laptop,ASUS,VivoBook 15,,Available,"4000 Lumens, Wireless",Fair
PRO-032430711,Projector,BenQ,HD146X,,Maintenance,"Network Ready, Duplex Printing",Fair
DES-032431524,Desktop,Lenovo,Veriton M,,Available,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
TAB-032432504,Tablet,Apple,Tab M10,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Good
PRO-032433831,Projector,BenQ,MH550,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-032434218,Desktop,Acer,ThinkCentre M720,,Maintenance,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-032435063,Desktop,Dell,OptiPlex 3080,,Maintenance,"10.1 inch Display, 64GB Storage",Fair
LAP-032436689,Laptop,HP,ThinkPad E14,,Available,"Network Ready, Duplex Printing",New
OTH-032437854,Others,Brother,Printer MF445dw,,Maintenance,"10.1 inch Display, 64GB Storage",Good
TAB-032438304,Tablet,Apple,Tab M10,,Available,"Network Ready, Duplex Printing",Fair
OTH-032439762,Others,HP,Webcam C920,,Available,"Network Ready, Duplex Printing",New
LAP-032440180,Laptop,Lenovo,ProBook 450,,Available,"Network Ready, Duplex Printing",Fair
OTH-032441741,Others,HP,Webcam C920,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
DES-032442116,Desktop,Acer,OptiPlex 3080,,Available,"3000 Lumens, HDMI, VGA",Good
DES-032443222,Desktop,HP,Veriton M,,Maintenance,"13.3 inch Display, 128GB Storage",Fair
DES-032444872,Desktop,Dell,OptiPlex 3080,,Available,"32GB RAM, 1TB SSD, Intel Core i9",New
DES-032445264,Desktop,HP,Veriton M,,Available,"3000 Lumens, HDMI, VGA",New
DES-032446937,Desktop,Dell,OptiPlex 3080,,Maintenance,"4000 Lumens, Wireless",Fair
DES-032447608,Desktop,HP,OptiPlex 3080,,Available,"32GB RAM, 1TB SSD, Intel Core i9",Good
TAB-032448711,Tablet,Lenovo,MatePad,,Available,"13.3 inch Display, 128GB Storage",New
TAB-032449687,Tablet,Apple,MatePad,,Available,"10.1 inch Display, 64GB Storage",Good
OTH-032450810,Others,Canon,Printer MF445dw,,Available,"4000 Lumens, Wireless",Good
DES-032451378,Desktop,Dell,ThinkCentre M720,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
TAB-032452009,Tablet,Samsung,Galaxy Tab A8,,Available,"10.1 inch Display, 64GB Storage",Good
DES-032453381,Desktop,Lenovo,Veriton M,,Available,"16GB RAM, 512GB SSD, Intel Core i7",Fair
LAP-032454861,Laptop,ASUS,ThinkPad E14,,Available,"Network Ready, Duplex Printing",Good
LAP-032455885,Laptop,Dell,Aspire 5,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Good
OTH-032456661,Others,Brother,Webcam C920,,Available,"Network Ready, Duplex Printing",Fair
DES-032457175,Desktop,Lenovo,EliteDesk 800,,Available,"Network Ready, Duplex Printing",Good
LAP-032458276,Laptop,Dell,VivoBook 15,,Maintenance,"10.1 inch Display, 64GB Storage",Good
OTH-032459237,Others,Brother,DCP-L2550DW,,Available,"8GB RAM, 256GB SSD, Intel Core i5",New
DES-032460024,Desktop,Dell,EliteDesk 800,,Maintenance,"10.1 inch Display, 64GB Storage",Good
DES-032461360,Desktop,HP,EliteDesk 800,,Maintenance,"8GB RAM, 1TB HDD, AMD Ryzen 5",Fair
OTH-032462249,Others,Logitech,DCP-L2550DW,,Maintenance,"4GB RAM, 128GB SSD, Intel Core i3",Fair
PRO-032463283,Projector,Epson,HD146X,,Maintenance,"13.3 inch Display, 128GB Storage",New
TAB-032464969,Tablet,Huawei,Tab M10,,Maintenance,"13.3 inch Display, 128GB Storage",New
