schoolCode,schoolName,category,province,district,sector,cell,village,email,phoneNumber,representativeEmail,status
SCH03128,Test School 3128,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school3128@testschool.rw,+25078003128,,Active
SCH03129,Test School 3129,TSS,Southern Province,Huye,Sector 10,Cell 10,Village 10,school3129@testschool.rw,+25078003129,,Inactive
SCH03130,Test School 3130,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school3130@testschool.rw,+25078003130,,Active
SCH03131,Test School 3131,Other,Eastern Province,Kayonza,Sector 12,Cell 2,Village 12,school3131@testschool.rw,+25078003131,,Inactive
SCH03132,Test School 3132,TSS,Western Province,Nyamasheke,Sector 13,Cell 3,Village 13,school3132@testschool.rw,+25078003132,,Active
SCH03133,Test School 3133,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school3133@testschool.rw,+25078003133,,Inactive
SCH03134,Test School 3134,Other,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 15,school3134@testschool.rw,+25078003134,,Active
SCH03135,Test School 3135,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school3135@testschool.rw,+25078003135,,Inactive
SCH03136,Test School 3136,VTC,Eastern Province,Bugesera,Sector 17,Cell 7,Village 2,school3136@testschool.rw,+25078003136,,Active
SCH03137,Test School 3137,Other,Western Province,Ngororero,Sector 18,Cell 8,Village 3,school3137@testschool.rw,+25078003137,,Inactive
SCH03138,Test School 3138,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school3138@testschool.rw,+25078003138,,Active
SCH03139,Test School 3139,VTC,Southern Province,Muhanga,Sector 20,Cell 10,Village 5,school3139@testschool.rw,+25078003139,,Inactive
SCH03140,Test School 3140,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school3140@testschool.rw,+25078003140,,Active
SCH03141,Test School 3141,TSS,Eastern Province,Nyagatare,Sector 2,Cell 2,Village 7,school3141@testschool.rw,+25078003141,,Inactive
SCH03142,Test School 3142,VTC,Western Province,Rutsiro,Sector 3,Cell 3,Village 8,school3142@testschool.rw,+25078003142,,Active
SCH03143,Test School 3143,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school3143@testschool.rw,+25078003143,,Inactive
SCH03144,Test School 3144,TSS,Southern Province,Gisagara,Sector 5,Cell 5,Village 10,school3144@testschool.rw,+25078003144,,Active
SCH03145,Test School 3145,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school3145@testschool.rw,+25078003145,,Inactive
SCH03146,Test School 3146,Other,Eastern Province,Kirehe,Sector 7,Cell 7,Village 12,school3146@testschool.rw,+25078003146,,Active
SCH03147,Test School 3147,TSS,Western Province,Rubavu,Sector 8,Cell 8,Village 13,school3147@testschool.rw,+25078003147,,Inactive
SCH03148,Test School 3148,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school3148@testschool.rw,+25078003148,,Active
SCH03149,Test School 3149,Other,Southern Province,Nyanza,Sector 10,Cell 10,Village 15,school3149@testschool.rw,+25078003149,,Inactive
SCH03150,Test School 3150,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school3150@testschool.rw,+25078003150,,Active
SCH03151,Test School 3151,VTC,Eastern Province,Gatsibo,Sector 12,Cell 2,Village 2,school3151@testschool.rw,+25078003151,,Inactive
SCH03152,Test School 3152,Other,Western Province,Nyabihu,Sector 13,Cell 3,Village 3,school3152@testschool.rw,+25078003152,,Active
SCH03153,Test School 3153,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school3153@testschool.rw,+25078003153,,Inactive
SCH03154,Test School 3154,VTC,Southern Province,Kamonyi,Sector 15,Cell 5,Village 5,school3154@testschool.rw,+25078003154,,Active
SCH03155,Test School 3155,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school3155@testschool.rw,+25078003155,,Inactive
SCH03156,Test School 3156,TSS,Eastern Province,Rwamagana,Sector 17,Cell 7,Village 7,school3156@testschool.rw,+25078003156,,Active
SCH03157,Test School 3157,VTC,Western Province,Karongi,Sector 18,Cell 8,Village 8,school3157@testschool.rw,+25078003157,,Inactive
SCH03158,Test School 3158,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school3158@testschool.rw,+25078003158,,Active
SCH03159,Test School 3159,TSS,Southern Province,Ruhango,Sector 20,Cell 10,Village 10,school3159@testschool.rw,+25078003159,,Inactive
SCH03160,Test School 3160,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school3160@testschool.rw,+25078003160,,Active
SCH03161,Test School 3161,Other,Eastern Province,Ngoma,Sector 2,Cell 2,Village 12,school3161@testschool.rw,+25078003161,,Inactive
SCH03162,Test School 3162,TSS,Western Province,Rusizi,Sector 3,Cell 3,Village 13,school3162@testschool.rw,+25078003162,,Active
SCH03163,Test School 3163,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school3163@testschool.rw,+25078003163,,Inactive
SCH03164,Test School 3164,Other,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 15,school3164@testschool.rw,+25078003164,,Active
SCH03165,Test School 3165,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school3165@testschool.rw,+25078003165,,Inactive
SCH03166,Test School 3166,VTC,Eastern Province,Kayonza,Sector 7,Cell 7,Village 2,school3166@testschool.rw,+25078003166,,Active
SCH03167,Test School 3167,Other,Western Province,Nyamasheke,Sector 8,Cell 8,Village 3,school3167@testschool.rw,+25078003167,,Inactive
SCH03168,Test School 3168,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school3168@testschool.rw,+25078003168,,Active
SCH03169,Test School 3169,VTC,Southern Province,Huye,Sector 10,Cell 10,Village 5,school3169@testschool.rw,+25078003169,,Inactive
SCH03170,Test School 3170,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school3170@testschool.rw,+25078003170,,Active
SCH03171,Test School 3171,TSS,Eastern Province,Bugesera,Sector 12,Cell 2,Village 7,school3171@testschool.rw,+25078003171,,Inactive
SCH03172,Test School 3172,VTC,Western Province,Ngororero,Sector 13,Cell 3,Village 8,school3172@testschool.rw,+25078003172,,Active
SCH03173,Test School 3173,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school3173@testschool.rw,+25078003173,,Inactive
SCH03174,Test School 3174,TSS,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 10,school3174@testschool.rw,+25078003174,,Active
SCH03175,Test School 3175,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school3175@testschool.rw,+25078003175,,Inactive
SCH03176,Test School 3176,Other,Eastern Province,Nyagatare,Sector 17,Cell 7,Village 12,school3176@testschool.rw,+25078003176,,Active
SCH03177,Test School 3177,TSS,Western Province,Rutsiro,Sector 18,Cell 8,Village 13,school3177@testschool.rw,+25078003177,,Inactive
SCH03178,Test School 3178,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school3178@testschool.rw,+25078003178,,Active
SCH03179,Test School 3179,Other,Southern Province,Muhanga,Sector 20,Cell 10,Village 15,school3179@testschool.rw,+25078003179,,Inactive
SCH03180,Test School 3180,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school3180@testschool.rw,+25078003180,,Active
SCH03181,Test School 3181,VTC,Eastern Province,Kirehe,Sector 2,Cell 2,Village 2,school3181@testschool.rw,+25078003181,,Inactive
SCH03182,Test School 3182,Other,Western Province,Rubavu,Sector 3,Cell 3,Village 3,school3182@testschool.rw,+25078003182,,Active
SCH03183,Test School 3183,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school3183@testschool.rw,+25078003183,,Inactive
SCH03184,Test School 3184,VTC,Southern Province,Gisagara,Sector 5,Cell 5,Village 5,school3184@testschool.rw,+25078003184,,Active
SCH03185,Test School 3185,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school3185@testschool.rw,+25078003185,,Inactive
SCH03186,Test School 3186,TSS,Eastern Province,Gatsibo,Sector 7,Cell 7,Village 7,school3186@testschool.rw,+25078003186,,Active
SCH03187,Test School 3187,VTC,Western Province,Nyabihu,Sector 8,Cell 8,Village 8,school3187@testschool.rw,+25078003187,,Inactive
SCH03188,Test School 3188,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school3188@testschool.rw,+25078003188,,Active
SCH03189,Test School 3189,TSS,Southern Province,Nyanza,Sector 10,Cell 10,Village 10,school3189@testschool.rw,+25078003189,,Inactive
SCH03190,Test School 3190,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school3190@testschool.rw,+25078003190,,Active
SCH03191,Test School 3191,Other,Eastern Province,Rwamagana,Sector 12,Cell 2,Village 12,school3191@testschool.rw,+25078003191,,Inactive
SCH03192,Test School 3192,TSS,Western Province,Karongi,Sector 13,Cell 3,Village 13,school3192@testschool.rw,+25078003192,,Active
SCH03193,Test School 3193,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school3193@testschool.rw,+25078003193,,Inactive
SCH03194,Test School 3194,Other,Southern Province,Kamonyi,Sector 15,Cell 5,Village 15,school3194@testschool.rw,+25078003194,,Active
SCH03195,Test School 3195,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school3195@testschool.rw,+25078003195,,Inactive
SCH03196,Test School 3196,VTC,Eastern Province,Ngoma,Sector 17,Cell 7,Village 2,school3196@testschool.rw,+25078003196,,Active
SCH03197,Test School 3197,Other,Western Province,Rusizi,Sector 18,Cell 8,Village 3,school3197@testschool.rw,+25078003197,,Inactive
SCH03198,Test School 3198,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school3198@testschool.rw,+25078003198,,Active
SCH03199,Test School 3199,VTC,Southern Province,Ruhango,Sector 20,Cell 10,Village 5,school3199@testschool.rw,+25078003199,,Inactive
SCH03200,Test School 3200,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school3200@testschool.rw,+25078003200,,Active
SCH03201,Test School 3201,TSS,Eastern Province,Kayonza,Sector 2,Cell 2,Village 7,school3201@testschool.rw,+25078003201,,Inactive
SCH03202,Test School 3202,VTC,Western Province,Nyamasheke,Sector 3,Cell 3,Village 8,school3202@testschool.rw,+25078003202,,Active
SCH03203,Test School 3203,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school3203@testschool.rw,+25078003203,,Inactive
SCH03204,Test School 3204,TSS,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 10,school3204@testschool.rw,+25078003204,,Active
SCH03205,Test School 3205,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school3205@testschool.rw,+25078003205,,Inactive
SCH03206,Test School 3206,Other,Eastern Province,Bugesera,Sector 7,Cell 7,Village 12,school3206@testschool.rw,+25078003206,,Active
SCH03207,Test School 3207,TSS,Western Province,Ngororero,Sector 8,Cell 8,Village 13,school3207@testschool.rw,+25078003207,,Inactive
SCH03208,Test School 3208,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school3208@testschool.rw,+25078003208,,Active
SCH03209,Test School 3209,Other,Southern Province,Huye,Sector 10,Cell 10,Village 15,school3209@testschool.rw,+25078003209,,Inactive
SCH03210,Test School 3210,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school3210@testschool.rw,+25078003210,,Active
SCH03211,Test School 3211,VTC,Eastern Province,Nyagatare,Sector 12,Cell 2,Village 2,school3211@testschool.rw,+25078003211,,Inactive
SCH03212,Test School 3212,Other,Western Province,Rutsiro,Sector 13,Cell 3,Village 3,school3212@testschool.rw,+25078003212,,Active
SCH03213,Test School 3213,TSS,Northern Province,Musanze,Sector 14,Cell 4,Village 4,school3213@testschool.rw,+25078003213,,Inactive
SCH03214,Test School 3214,VTC,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 5,school3214@testschool.rw,+25078003214,,Active
SCH03215,Test School 3215,Other,Kigali City,Nyarugenge,Sector 16,Cell 6,Village 6,school3215@testschool.rw,+25078003215,,Inactive
SCH03216,Test School 3216,TSS,Eastern Province,Kirehe,Sector 17,Cell 7,Village 7,school3216@testschool.rw,+25078003216,,Active
SCH03217,Test School 3217,VTC,Western Province,Rubavu,Sector 18,Cell 8,Village 8,school3217@testschool.rw,+25078003217,,Inactive
SCH03218,Test School 3218,Other,Northern Province,Musanze,Sector 19,Cell 9,Village 9,school3218@testschool.rw,+25078003218,,Active
SCH03219,Test School 3219,TSS,Southern Province,Muhanga,Sector 20,Cell 10,Village 10,school3219@testschool.rw,+25078003219,,Inactive
SCH03220,Test School 3220,VTC,Kigali City,Kicukiro,Sector 1,Cell 1,Village 11,school3220@testschool.rw,+25078003220,,Active
SCH03221,Test School 3221,Other,Eastern Province,Gatsibo,Sector 2,Cell 2,Village 12,school3221@testschool.rw,+25078003221,,Inactive
SCH03222,Test School 3222,TSS,Western Province,Nyabihu,Sector 3,Cell 3,Village 13,school3222@testschool.rw,+25078003222,,Active
SCH03223,Test School 3223,VTC,Northern Province,Musanze,Sector 4,Cell 4,Village 14,school3223@testschool.rw,+25078003223,,Inactive
SCH03224,Test School 3224,Other,Southern Province,Gisagara,Sector 5,Cell 5,Village 15,school3224@testschool.rw,+25078003224,,Active
SCH03225,Test School 3225,TSS,Kigali City,Gasabo,Sector 6,Cell 6,Village 1,school3225@testschool.rw,+25078003225,,Inactive
SCH03226,Test School 3226,VTC,Eastern Province,Rwamagana,Sector 7,Cell 7,Village 2,school3226@testschool.rw,+25078003226,,Active
SCH03227,Test School 3227,Other,Western Province,Karongi,Sector 8,Cell 8,Village 3,school3227@testschool.rw,+25078003227,,Inactive
SCH03228,Test School 3228,TSS,Northern Province,Musanze,Sector 9,Cell 9,Village 4,school3228@testschool.rw,+25078003228,,Active
SCH03229,Test School 3229,VTC,Southern Province,Nyanza,Sector 10,Cell 10,Village 5,school3229@testschool.rw,+25078003229,,Inactive
SCH03230,Test School 3230,Other,Kigali City,Nyarugenge,Sector 11,Cell 1,Village 6,school3230@testschool.rw,+25078003230,,Active
SCH03231,Test School 3231,TSS,Eastern Province,Ngoma,Sector 12,Cell 2,Village 7,school3231@testschool.rw,+25078003231,,Inactive
SCH03232,Test School 3232,VTC,Western Province,Rusizi,Sector 13,Cell 3,Village 8,school3232@testschool.rw,+25078003232,,Active
SCH03233,Test School 3233,Other,Northern Province,Musanze,Sector 14,Cell 4,Village 9,school3233@testschool.rw,+25078003233,,Inactive
SCH03234,Test School 3234,TSS,Southern Province,Kamonyi,Sector 15,Cell 5,Village 10,school3234@testschool.rw,+25078003234,,Active
SCH03235,Test School 3235,VTC,Kigali City,Kicukiro,Sector 16,Cell 6,Village 11,school3235@testschool.rw,+25078003235,,Inactive
SCH03236,Test School 3236,Other,Eastern Province,Kayonza,Sector 17,Cell 7,Village 12,school3236@testschool.rw,+25078003236,,Active
SCH03237,Test School 3237,TSS,Western Province,Nyamasheke,Sector 18,Cell 8,Village 13,school3237@testschool.rw,+25078003237,,Inactive
SCH03238,Test School 3238,VTC,Northern Province,Musanze,Sector 19,Cell 9,Village 14,school3238@testschool.rw,+25078003238,,Active
SCH03239,Test School 3239,Other,Southern Province,Ruhango,Sector 20,Cell 10,Village 15,school3239@testschool.rw,+25078003239,,Inactive
SCH03240,Test School 3240,TSS,Kigali City,Gasabo,Sector 1,Cell 1,Village 1,school3240@testschool.rw,+25078003240,,Active
SCH03241,Test School 3241,VTC,Eastern Province,Bugesera,Sector 2,Cell 2,Village 2,school3241@testschool.rw,+25078003241,,Inactive
SCH03242,Test School 3242,Other,Western Province,Ngororero,Sector 3,Cell 3,Village 3,school3242@testschool.rw,+25078003242,,Active
SCH03243,Test School 3243,TSS,Northern Province,Musanze,Sector 4,Cell 4,Village 4,school3243@testschool.rw,+25078003243,,Inactive
SCH03244,Test School 3244,VTC,Southern Province,Nyamagabe,Sector 5,Cell 5,Village 5,school3244@testschool.rw,+25078003244,,Active
SCH03245,Test School 3245,Other,Kigali City,Nyarugenge,Sector 6,Cell 6,Village 6,school3245@testschool.rw,+25078003245,,Inactive
SCH03246,Test School 3246,TSS,Eastern Province,Nyagatare,Sector 7,Cell 7,Village 7,school3246@testschool.rw,+25078003246,,Active
SCH03247,Test School 3247,VTC,Western Province,Rutsiro,Sector 8,Cell 8,Village 8,school3247@testschool.rw,+25078003247,,Inactive
SCH03248,Test School 3248,Other,Northern Province,Musanze,Sector 9,Cell 9,Village 9,school3248@testschool.rw,+25078003248,,Active
SCH03249,Test School 3249,TSS,Southern Province,Huye,Sector 10,Cell 10,Village 10,school3249@testschool.rw,+25078003249,,Inactive
SCH03250,Test School 3250,VTC,Kigali City,Kicukiro,Sector 11,Cell 1,Village 11,school3250@testschool.rw,+25078003250,,Active
SCH03251,Test School 3251,Other,Eastern Province,Kirehe,Sector 12,Cell 2,Village 12,school3251@testschool.rw,+25078003251,,Inactive
SCH03252,Test School 3252,TSS,Western Province,Rubavu,Sector 13,Cell 3,Village 13,school3252@testschool.rw,+25078003252,,Active
SCH03253,Test School 3253,VTC,Northern Province,Musanze,Sector 14,Cell 4,Village 14,school3253@testschool.rw,+25078003253,,Inactive
SCH03254,Test School 3254,Other,Southern Province,Nyaruguru,Sector 15,Cell 5,Village 15,school3254@testschool.rw,+25078003254,,Active
SCH03255,Test School 3255,TSS,Kigali City,Gasabo,Sector 16,Cell 6,Village 1,school3255@testschool.rw,+25078003255,,Inactive
SCH03256,Test School 3256,VTC,Eastern Province,Gatsibo,Sector 17,Cell 7,Village 2,school3256@testschool.rw,+25078003256,,Active
SCH03257,Test School 3257,Other,Western Province,Nyabihu,Sector 18,Cell 8,Village 3,school3257@testschool.rw,+25078003257,,Inactive
SCH03258,Test School 3258,TSS,Northern Province,Musanze,Sector 19,Cell 9,Village 4,school3258@testschool.rw,+25078003258,,Active
SCH03259,Test School 3259,VTC,Southern Province,Muhanga,Sector 20,Cell 10,Village 5,school3259@testschool.rw,+25078003259,,Inactive
SCH03260,Test School 3260,Other,Kigali City,Nyarugenge,Sector 1,Cell 1,Village 6,school3260@testschool.rw,+25078003260,,Active
SCH03261,Test School 3261,TSS,Eastern Province,Rwamagana,Sector 2,Cell 2,Village 7,school3261@testschool.rw,+25078003261,,Inactive
SCH03262,Test School 3262,VTC,Western Province,Karongi,Sector 3,Cell 3,Village 8,school3262@testschool.rw,+25078003262,,Active
SCH03263,Test School 3263,Other,Northern Province,Musanze,Sector 4,Cell 4,Village 9,school3263@testschool.rw,+25078003263,,Inactive
SCH03264,Test School 3264,TSS,Southern Province,Gisagara,Sector 5,Cell 5,Village 10,school3264@testschool.rw,+25078003264,,Active
SCH03265,Test School 3265,VTC,Kigali City,Kicukiro,Sector 6,Cell 6,Village 11,school3265@testschool.rw,+25078003265,,Inactive
SCH03266,Test School 3266,Other,Eastern Province,Ngoma,Sector 7,Cell 7,Village 12,school3266@testschool.rw,+25078003266,,Active
SCH03267,Test School 3267,TSS,Western Province,Rusizi,Sector 8,Cell 8,Village 13,school3267@testschool.rw,+25078003267,,Inactive
SCH03268,Test School 3268,VTC,Northern Province,Musanze,Sector 9,Cell 9,Village 14,school3268@testschool.rw,+25078003268,,Active
SCH03269,Test School 3269,Other,Southern Province,Nyanza,Sector 10,Cell 10,Village 15,school3269@testschool.rw,+25078003269,,Inactive
SCH03270,Test School 3270,TSS,Kigali City,Gasabo,Sector 11,Cell 1,Village 1,school3270@testschool.rw,+25078003270,,Active
